Company Name,Verticals,Keywords,Company Financing Status,Total Raised,Business Status,Ownership Status,Universe,Employees,Exchange,Ticker,Year Founded,HQ Location,HQ City,HQ State/Province,HQ Country,HQ Global Region,HQ Global Sub Region,# Active Investors,Acquirers,First Financing Date,First Financing Size,First Financing Valuation,First Financing Deal Type,First Financing Deal Type 2,First Financing Deal Class,First Financing Status,Last Financing Date,Last Financing Size,Last Financing Valuation,Last Financing Deal Type,Last Financing Deal Type 2,Last Financing Deal Class,Last Updated Date,Last Known Valuation (M),Last Known Valuation Date,Count,First Financing Deal Year,Current Year
Hi-Temp Insulation,"Industrials, Space Technology, TMT","ducts insulation, fire protection, insulation product, thermal insulation",Corporation,,,Privately Held (no backing),Debt Financed,,,,,"Camarillo, CA",Camarillo,California,United States,Americas,North America,,,03-May-2020,,,Debt - PPP,,Debt,Completed,03-May-2020,,,Debt - PPP,,Debt,09-Sep-2020,,,1,2020,2020
Howe Industries,Space Technology,"nuclear thermal power station, scientific research platform, space events, space rocket, space search platform",Accelerator/Incubator Backed,,Generating Revenue,Privately Held (backing),Pre-venture,,,,2015,"Scottsdale, AZ",Scottsdale,Arizona,United States,Americas,North America,3,,13-Dec-2019,0.35,,Grant,,Other,Completed,01-Apr-2020,,,Accelerator/Incubator,,Other,02-Jun-2020,,,1,2019,2020
Hudson Space Systems,Space Technology,"launch services, microgravity enabled materials, microgravity platform, microgravity research, microgravity research platform, suborbital launch, suborbital launch services",Pending Transaction (Angel),,Startup,Privately Held (no backing),Other Private Companies,6,,,2019,"Hoboken, NJ",Hoboken,New Jersey,United States,Americas,North America,,,23-Sep-2020,0.03,,Equity Crowdfunding,,Individual,Announced/In Progress,23-Sep-2020,0.03,,Equity Crowdfunding,,Individual,08-Oct-2020,,,1,2020,2020
Hypercubes,"Advanced Manufacturing, Industrials, Space Technology, TMT","global pollution detection, global pollution monitor, observation satellite, pollution tracking satellite, pollution tracking system",Venture Capital-Backed,,Startup,Privately Held (backing),Venture Capital,,,,2015,"San Francisco, CA",San Francisco,California,United States,Americas,North America,2,,01-Jan-2015,,,Accelerator/Incubator,,Individual,Completed,,,,Early Stage VC,,Venture Capital,14-Oct-2020,,,1,2015,2020
Infinity Aerospace,"Space Technology, TMT","aerospace platform, research platform, space station",Accelerator/Incubator Backed,,Startup,Privately Held (backing),"Pre-venture, Venture Capital",,,,2012,"Sherman Oaks, CA",Sherman Oaks,California,United States,Americas,North America,1,,09-Jul-2014,,,Accelerator/Incubator,,Venture Capital,Completed,09-Jul-2014,,,Accelerator/Incubator,,Venture Capital,27-Jul-2019,,,1,2014,2020
Integral Systems,"Space Technology, TMT","communications spacecraft, control software, ground systems",Formerly PE-Backed,,Generating Revenue,Acquired/Merged,"Private Equity, Publicly Listed, Venture Capital",690,,,1982,"Lanham, MD",Lanham,Maryland,United States,Americas,North America,,Kratos Defense & Security Solutions,,,,IPO,,Public Investment,Completed,27-Jul-2011,241.10,241.10,Merger/Acquisition,,Corporate,19-Apr-2020,241.1,27-Jul-2011,1,,2020
Intelligent Space,"Artificial Intelligence & Machine Learning, Robotics and Drones, Space Technology, TMT","ai technology, artificial intelligence, autonomous robotics, orbital debris removal, space debris",Formerly Accelerator/Incubator backed,,Out of Business,Out of Business,Pre-venture,,,,,"Mountain View, CA",Mountain View,California,United States,Americas,North America,,,01-Jan-2017,,,Accelerator/Incubator,,Other,Completed,01-Aug-2017,,,Out of Business,,Out of Business,28-Nov-2019,,,1,2017,2020
Interface & Control Systems,"Space Technology, TMT","control system, flight command software, system software developer",Corporate Backed or Acquired,,Generating Revenue,Acquired/Merged,M&A,11,,,1988,"Columbia, MD",Columbia,Maryland,United States,Americas,North America,,SRA International,02-Jul-2008,8.50,8.50,Merger/Acquisition,,Corporate,Completed,02-Jul-2008,8.50,8.50,Merger/Acquisition,,Corporate,20-Apr-2020,8.5,02-Jul-2008,1,2008,2020
Interorbital Systems,"Manufacturing, Space Technology, TMT","orbital services, rocket development, satellite kits, software development, space launch, tachyon sounding rockets",Corporation,,Generating Revenue,Privately Held (no backing),Other Private Companies,4,,,1996,"Mojave, CA",Mojave,California,United States,Americas,North America,1,,01-Jan-2012,0.12,,Grant,,Other,Completed,01-Jan-2012,0.12,,Grant,,Other,26-Sep-2019,,,1,2012,2020
Intuitive Machines,"Robotics and Drones, Space Technology","aerospace design, aerospace engineering, aerospace simulation, commercial space station, human spaceflight systems",Corporation,,Generating Revenue,Privately Held (no backing),Debt Financed,40,,,2013,"Houston, TX",Houston,Texas,United States,Americas,North America,,,07-Apr-2020,,,Debt - PPP,,Debt,Completed,07-Apr-2020,,,Debt - PPP,,Debt,08-Sep-2020,,,1,2020,2020
Kaiser Compositek,"Industrials, Manufacturing, Space Technology, TMT","assembly, autoclave, boeing, engineers components, hardware, tubular struts",Formerly PE-Backed,,Profitable,Acquired/Merged,Private Equity,10,,,1975,"Brea, CA",Brea,California,United States,Americas,North America,,United Defense Industries,09-Feb-2004,8.50,8.50,Buyout/LBO,Add-on,Private Equity,Completed,09-Feb-2004,8.50,8.50,Buyout/LBO,Add-on,Private Equity,19-Apr-2020,8.5,09-Feb-2004,1,2004,2020
Kaiser Marquardt,"Industrials, Manufacturing, Space Technology, TMT","propulsion systems, rocket propulsion, spacecraft",Corporate Backed or Acquired,,Profitable,Acquired/Merged,M&A,,,,1944,"Van Nuys, CA",Van Nuys,California,United States,Americas,North America,,PrimeX Technologies,01-Dec-1991,,,Merger/Acquisition,Corporate Divestiture,Corporate,Completed,14-Jun-2000,22.40,22.40,Merger/Acquisition,Corporate Divestiture,Corporate,19-Apr-2020,22.4,14-Jun-2000,1,1991,2020
Karousel,Space Technology,"content broadcasting, device communication, satellite service system, streaming media, streaming media content, video distribution",Formerly VC-backed,,Out of Business,Out of Business,Venture Capital,,,,2016,"Alexandria, VA",Alexandria,Virginia,United States,Americas,North America,,,,,,Early Stage VC,,Venture Capital,Completed,01-Sep-2019,,,Out of Business,,Out of Business,02-Apr-2020,,,1,,2020
Kelly Space & Technology,"Industrials, Space Technology, TMT","ballistic protection, fluid testing, rocket testing, space operations",Corporation,,Generating Revenue,Privately Held (no backing),Debt Financed,,,,1993,"San Bernardino, CA",San Bernardino,California,United States,Americas,North America,2,,01-Jan-1996,1.50,,Grant,,Other,Completed,03-May-2020,,,Debt - PPP,,Debt,09-Sep-2020,,,1,1996,2020
Keystone Engineering,"Industrials, Manufacturing, Space Technology, TMT","bearing, light weight propellants, pressure storage tank, satellite propellants tank, space engineers product",Private Equity-Backed,,Generating Revenue,Privately Held (backing),Private Equity,300,,,1907,"Long Beach, CA",Long Beach,California,United States,Americas,North America,1,,31-Mar-2013,,,Buyout/LBO,Management Buyout,Private Equity,Completed,,,,Undetermined,,Other,17-Oct-2019,,,1,2013,2020
KinetX IP,"CloudTech & DevOps, Industrials, SaaS, Space Technology, TMT",software engineering,Formerly VC-backed,,,Acquired/Merged,Venture Capital,,,,1992,"Tempe, AZ",Tempe,Arizona,United States,Americas,North America,,Adenyo,,,,Early Stage VC,,Venture Capital,Completed,15-Jun-2010,,,Merger/Acquisition,Corporate Divestiture,Corporate,17-Oct-2019,,,1,,2020
Koolock,"Mobile, Space Technology, TMT","geophysical data, live events tracking, live events tracking platform, nanosatellites, remote sensing, weather forecasting",Accelerator/Incubator Backed,,Startup,Privately Held (backing),Pre-venture,,,,2015,"Mountain View, CA",Mountain View,California,United States,Americas,North America,2,,01-Jan-2017,,,Accelerator/Incubator,,Other,Completed,,,,Accelerator/Incubator,,Other,27-Jul-2019,,,1,2017,2020
L-3 Narda-Miteq,"Industrials, Manufacturing, Space Technology, TMT","aircraft parts, discriminator, military equipment, satellite parts",Corporate Backed or Acquired,,Generating Revenue,Acquired/Merged,M&A,501,,,1969,"Hauppauge, NY",Hauppauge,New York,United States,Americas,North America,,L3 Technologies,21-Jan-2015,41.00,41.00,Merger/Acquisition,,Corporate,Completed,21-Jan-2015,41.00,41.00,Merger/Acquisition,,Corporate,17-Oct-2019,41,21-Jan-2015,1,2015,2020
LaserX,"Space Technology, TMT","electro-optical, laser communications, space communication",Corporation,,Startup,Privately Held (no backing),Other Private Companies,,,,2015,"Boston, MA",Boston,Massachusetts,United States,Americas,North America,1,,23-Jun-2015,0.01,,Grant,,Other,Completed,23-Jun-2015,0.01,,Grant,,Other,27-Jul-2019,,,1,2015,2020
Lightspin Technologies,"Space Technology, TMT","compound semiconductor, optoelectronic devices, semiconductors",Accelerator/Incubator Backed,,Generating Revenue,Privately Held (backing),Pre-venture,3,,,2001,"Endicott, NY",Endicott,New York,United States,Americas,North America,1,,01-Jan-2012,0.12,,Grant,,Other,Completed,27-Apr-2015,,,Accelerator/Incubator,,Other,16-Jun-2020,,,1,2012,2020
Lockheed Martin,"Industrials, Manufacturing, Space Technology, TMT","fusion energy, fusion power, military aircraft manufacturer, satellite, satellite manufacturer, weapon system manufacturer",Corporate Backed or Acquired,,Profitable,Publicly Held,"M&A, Publicly Listed","110,000",NYS,LMT,1995,"Bethesda, MD",Bethesda,Maryland,United States,Americas,North America,,,15-Mar-1995,,,Platform Creation,,Corporate,Completed,15-Mar-1995,,,Platform Creation,,Corporate,13-Oct-2020,,,1,1995,2020
Magnavox Electronic Systems,"Manufacturing, Space Technology, TMT","command and control system, communication equipment, electronic warfare, electro-optics systems, radio equipment, track submarine",Formerly PE-Backed,,Profitable,Acquired/Merged,"M&A, Private Equity","3,700",,,1911,"Fort Wayne, IN",Fort Wayne,Indiana,United States,Americas,North America,,DirecTV,01-Jan-1974,,,Merger/Acquisition,,Corporate,Completed,14-Dec-1995,370.00,370.00,Merger/Acquisition,,Corporate,17-Oct-2019,370,14-Dec-1995,1,1974,2020
Marotta Controls,"Industrials, Manufacturing, Space Technology","actuated valves, actuation systems, air compression equipment, electronic motor drive control, motor operated pilot valves, multifunction valves, piezo actuators, pneumatic system, power supply technology",Corporation,,Generating Revenue,Privately Held (no backing),Other Private Companies,,,,1943,NJ,,New Jersey,United States,Americas,North America,2,,01-Jan-1998,3.25,,Grant,,Other,Completed,01-Jan-2004,0.91,,Grant,,Other,27-Jul-2019,,,1,1998,2020
Maxim Systems,"Industrials, Space Technology, TMT","program management, space systems, warfare system",Corporate Backed or Acquired,,Profitable,Acquired/Merged,M&A,135,,,1998,"Roanoke, VA",Roanoke,Virginia,United States,Americas,North America,,Accenture,19-Apr-1998,,,Merger/Acquisition,,Corporate,Completed,12-Dec-2007,,,Merger/Acquisition,,Corporate,17-Oct-2019,,,1,1998,2020
MDA Information Systems,Space Technology,"geographic information software, information software, remote sensing data, remote sensing software, satellite imagery",Corporate Backed or Acquired,,Profitable,Acquired/Merged,M&A,134,,,1969,"Gaithersburg, MD",Gaithersburg,Maryland,United States,Americas,North America,,Maxar Technologies,14-Dec-2001,,,Merger/Acquisition,,Corporate,Completed,14-Dec-2001,,,Merger/Acquisition,,Corporate,22-Jun-2020,,,1,2001,2020
MicroSat Systems,"Industrials, Manufacturing, Space Technology, TMT","microsatellite, satellite product, spacecraft, spacecraft subsystem",Corporate Backed or Acquired,,Profitable,Acquired/Merged,M&A,,,,2001,"Littleton, CO",Littleton,Colorado,United States,Americas,North America,,Sierra Nevada,03-Jan-2008,,,Merger/Acquisition,,Corporate,Completed,03-Jan-2008,,,Merger/Acquisition,,Corporate,19-Apr-2020,,,1,2008,2020
Models & Tools,"Industrials, Manufacturing, Space Technology, TMT","aerospace tooling, assembly tools, nc programming and machining",Formerly PE-Backed,,Generating Revenue,Acquired/Merged,Private Equity,140,,,1974,"Shelby charter Township, MI",Shelby charter Township,Michigan,United States,Americas,North America,,,14-Nov-2011,,,Buyout/LBO,,Private Equity,Completed,12-Jul-2016,,,Merger/Acquisition,,Corporate,17-Oct-2019,,,1,2011,2020
Modus 3D,"3D Printing, Big Data, SaaS, Space Technology, TMT","3d visualization software, cloud-based software, web based platform",Formerly Private Debt Financed,,Out of Business,Out of Business,Debt Financed,2,,,2012,"Englewood, CO",Englewood,Colorado,United States,Americas,North America,,,28-Aug-2014,,,Debt - General,,Debt,Completed,30-Mar-2016,,,Out of Business,,Out of Business,27-Jul-2019,,,1,2014,2020
Mohawk Innovative Technology,"CleanTech, Industrials, Space Technology, TMT","advances foil bearings, foil seals, high temperature coating, oil-free bearings, turbogenarators",Corporation,,Generating Revenue,Privately Held (no backing),Other Private Companies,17,,,1994,"Albany, NY",Albany,New York,United States,Americas,North America,7,,01-Jan-2003,1.48,,Grant,,Other,Completed,16-Aug-2017,0.32,,Grant,,Other,19-Apr-2020,,,1,2003,2020
Moog-ISP,"Industrials, Manufacturing, Space Technology, TMT","higher performance engine, liquid rocket engine, military propulsion product, propulsion systems",Corporate Backed or Acquired,,Profitable,Acquired/Merged,M&A,60,,,,"Niagara Falls, NY",Niagara Falls,New York,United States,Americas,North America,,Nammo,01-Jan-2004,,,Merger/Acquisition,Corporate Divestiture,Corporate,Completed,12-Jun-2017,,,Merger/Acquisition,Corporate Divestiture,Corporate,19-Apr-2020,45.5,31-Jul-2012,1,2004,2020
Next Intent,"Industrials, Space Technology, TMT","machine shops, mechanical engineering, stainless steel",Corporation,,,Privately Held (no backing),Debt Financed,,,,2005,"San Luis Obispo, CA",San Luis Obispo,California,United States,Americas,North America,,,30-Apr-2020,,,Debt - PPP,,Debt,Completed,30-Apr-2020,,,Debt - PPP,,Debt,28-Sep-2020,,,1,2020,2020
Northrop Grumman,"Industrials, Space Technology, TMT","aerospace, military aircraft, space science, space systems",Corporate Backed or Acquired,,Profitable,Publicly Held,"M&A, Publicly Listed","90,000",NYS,NOC,1939,"Falls Church, VA",Falls Church,Virginia,United States,Americas,North America,5,,10-Dec-1951,,,IPO,,Public Investment,Completed,01-Sep-2017,,,Secondary Transaction - Open Market,,Corporate,28-Oct-2020,,,1,1951,2020
Odyssey Space Research,Space Technology,"aerospace engineering, flight software development, safety and hazard analysis and reporting, simulation modeling and analysis, space systems engineering",Corporation,,Generating Revenue,Privately Held (no backing),Debt Financed,,,,2003,"Houston, TX",Houston,Texas,United States,Americas,North America,1,,01-Jan-2015,0.56,,Grant,,Other,Completed,09-Apr-2020,,,Debt - PPP,,Debt,09-Sep-2020,,,1,2015,2020
Omega Optical,"Manufacturing, Space Technology","filter products, optical filters, optical filters and coating, optical filters manufacturing, precision optical filters",Private Equity-Backed,,Generating Revenue,Privately Held (backing),Private Equity,,,,1969,"Brattleboro, VT",Brattleboro,Vermont,United States,Americas,North America,1,,15-Sep-2020,,,Buyout/LBO,,Private Equity,Completed,15-Sep-2020,,,Buyout/LBO,,Private Equity,07-Oct-2020,,,1,2020,2020
Orbital ATK,"Industrials, Manufacturing, Space Technology, TMT","aerospace components, aviation-related systems, defense product, defense technology, military weapons, satellite system",Corporate Backed or Acquired,,Profitable,Acquired/Merged,"M&A, Private Equity, Publicly Listed","13,000",,,1990,"Dulles, VA",Dulles,Virginia,United States,Americas,North America,,Northrop Grumman,03-Oct-1990,,,IPO,Spin-Off,Public Investment,Completed,06-Jun-2018,"9,200.00","9,200.00",Merger/Acquisition,,Corporate,19-Apr-2020,9200,06-Jun-2018,1,1990,2020
Orbital Outfitters,"Industrials, Space Technology, TMT","aerospace, aerospace product, aviation suits, pressure suits, space suits",Formerly Angel backed,,Out of Business,Out of Business,Pre-venture,,,,2006,"Los Angeles, CA",Los Angeles,California,United States,Americas,North America,,,01-Jan-2008,,,Seed Round,Seed Round,Individual,Completed,01-Dec-2016,,,Out of Business,,Out of Business,27-Jul-2019,,,1,2008,2020
Orbital Technologies,"Industrials, Space Technology, TMT","aerospace subsystem, excavation system, propulsion systems",Corporate Backed or Acquired,,Generating Revenue,Acquired/Merged,M&A,85,,,1988,"Madison, WI",Madison,Wisconsin,United States,Americas,North America,,Sierra Nevada,10-Jul-2014,,,Merger/Acquisition,,Corporate,Completed,10-Jul-2014,,,Merger/Acquisition,,Corporate,17-Oct-2019,,,1,2014,2020
Orbital Transport,"CleanTech, Space Technology","infrastructure technology, logistical infrastructure, space technology company, space technology services",Corporation,,Generating Revenue,Privately Held (no backing),Other Private Companies,,,,,"Chicago, IL",Chicago,Illinois,United States,Americas,North America,1,,26-May-2018,,,Grant,,Other,Completed,26-May-2018,,,Grant,,Other,27-Jul-2019,,,1,2018,2020
Orion Span,Space Technology,"aerospace manufacturing, aerospace space station, aerospace tourism, space station developer, space tourism",Venture Capital-Backed,,Generating Revenue,Privately Held (backing),Venture Capital,4,,,2017,"San Mateo, CA",San Mateo,California,United States,Americas,North America,2,,01-Jan-2018,,,Accelerator/Incubator,,Other,Completed,28-Oct-2018,,,Seed Round,Seed Round,Venture Capital,07-Oct-2020,,,1,2018,2020
Othernet,"Internet of Things, Space Technology, TMT","data transmission, internet data transmission, radio broadcasting service, satellite data, transmiting device",Venture Capital-Backed,,Generating Revenue,Privately Held (backing),Venture Capital,6,,,2014,"Chicago, IL",Chicago,Illinois,United States,Americas,North America,3,,01-Feb-2014,,,Seed Round,Seed Round,Venture Capital,Completed,,,,Early Stage VC,,Venture Capital,28-Apr-2020,,,1,2014,2020
Overwatch Imaging,Space Technology,"imaging tech, imaging technology, imaging technology software, satellite image algorithm, satellite imaging platform",Corporate Backed or Acquired,,Generating Revenue,Privately Held (backing),"Debt Financed, M&A",,,,2016,"Hood River, OR",Hood River,Oregon,United States,Americas,North America,1,,08-May-2019,,,Corporate,Series A,Corporate,Completed,15-Apr-2020,,,Debt - PPP,,Debt,21-Sep-2020,,,1,2019,2020
Payload Systems,"Manufacturing, Space Technology, TMT","aerospace vehicles, aerospace vehicles design, robotics aircraft, spaceflight, terrestrial application",Private Equity-Backed,,Generating Revenue,Acquired/Merged,Private Equity,30,,,1984,"Cambridge, MA",Cambridge,Massachusetts,United States,Americas,North America,,Aurora Flight Sciences,29-Oct-2007,,,Buyout/LBO,Add-on,Private Equity,Completed,29-Oct-2007,,,Buyout/LBO,Add-on,Private Equity,27-Aug-2020,,,1,2007,2020
PneuDraulics,"Industrials, Manufacturing, Space Technology, TMT","aerospace industry, hydraulic components",Corporate Backed or Acquired,,Generating Revenue,Acquired/Merged,M&A,275,,,1955,"Rancho Cucamonga, CA",Rancho Cucamonga,California,United States,Americas,North America,,TransDigm Group,19-Aug-2015,321.50,321.50,Merger/Acquisition,,Corporate,Completed,19-Aug-2015,321.50,321.50,Merger/Acquisition,,Corporate,20-Jan-2020,321.5,19-Aug-2015,1,2015,2020
Programmed Composites,"Industrials, Manufacturing, Space Technology, TMT","aerospace subs systems, high volume composites, solar panels, space components",Corporate Backed or Acquired,,Generating Revenue,Acquired/Merged,M&A,50,,,1976,"Corona, CA",Corona,California,United States,Americas,North America,,ATK Space Systems,30-Oct-1989,,,Merger/Acquisition,,Corporate,Completed,01-Jan-1995,,,Merger/Acquisition,Corporate Divestiture,Corporate,17-Oct-2019,,,1,1989,2020
Quorum Communications,"Manufacturing, Space Technology, TMT","antenna system, communication equipment, satellite system",Private Equity-Backed,,Generating Revenue,Acquired/Merged,Private Equity,,,,1988,"Irving, TX",Irving,Texas,United States,Americas,North America,,CPI International,21-Aug-2018,,,Buyout/LBO,Add-on,Private Equity,Completed,21-Aug-2018,,,Buyout/LBO,Add-on,Private Equity,31-Jan-2020,,,1,2018,2020
Ragnarok Industries,"Industrials, Space Technology, TMT","satellite, satellite launcher",Accelerator/Incubator Backed,,Startup,Privately Held (backing),Pre-venture,,,,,"Wilmington, DE",Wilmington,Delaware,United States,Americas,North America,1,,01-Jan-2016,,,Accelerator/Incubator,,Other,Completed,01-Jan-2016,,,Accelerator/Incubator,,Other,27-Jul-2019,,,1,2016,2020
Raytheon,"Industrials, Space Technology, TMT","cyber defense, defense contracting, defense systems, integrated defense, professional services",Corporate Backed or Acquired,,Profitable,Acquired/Merged,"M&A, Publicly Listed","70,000",,,1922,"Waltham, MA",Waltham,Massachusetts,United States,Americas,North America,,Raytheon Technologies,15-Sep-1952,,,IPO,,Public Investment,Completed,03-Apr-2020,"33,166.00","33,166.00",Merger/Acquisition,,Corporate,29-Oct-2020,33166,03-Apr-2020,1,1952,2020
Red Canyon Engineering & Software,"Space Technology, TMT","application software, engineering software, software developer, software system",Corporation,,,Privately Held (no backing),Debt Financed,,,,2000,"Denver, CO",Denver,Colorado,United States,Americas,North America,,,08-Apr-2020,,,Debt - PPP,,Debt,Completed,08-Apr-2020,,,Debt - PPP,,Debt,16-Oct-2020,,,1,2020,2020
RTI International,"Industrials, Space Technology, TMT","aerospace technology, risk assessment, space launch safety",Corporate Backed or Acquired,,Generating Revenue,Acquired/Merged,M&A,,,,1985,"Durham, NC",Durham,North Carolina,United States,Americas,North America,,APT Research,21-Dec-2006,,,Merger/Acquisition,Corporate Divestiture,Corporate,Completed,21-Dec-2006,,,Merger/Acquisition,Corporate Divestiture,Corporate,17-Oct-2019,,,1,2006,2020
Saber Astronautics,"Industrials, Space Technology, TMT","defective components diagnostics, external space environment, internal spacecraft system, internal spacecraft systems, real time spacecraft monitoring, space venture company",Accelerator/Incubator Backed,,Startup,Privately Held (backing),Pre-venture,8,,,2008,"Sydney, Australia",Sydney,New South Wales,Australia,Oceania,Oceania,2,,18-Jun-2014,0.12,,Grant,,Other,Completed,01-Jan-2017,,,Accelerator/Incubator,,Other,11-Aug-2020,,,1,2014,2020
Safran Group,"Industrials, Manufacturing, Robotics and Drones, Space Technology, TMT","aircraft supplies, components designer, defense components, equipment design, parts manufacturer, rocket engine",Corporation,,Profitable,Publicly Held,"Private Equity, Publicly Listed","58,324",PAR,SAF,1896,"Paris, France",Paris,Cedex 15,France,Europe,Western Europe,3,,01-Jan-1936,,,IPO,,Public Investment,Completed,02-Oct-2018,"1,445.32","61,503.16",Secondary Transaction - Open Market,,Corporate,19-May-2020,61503.16,02-Oct-2018,1,1936,2020
Scanning Electron Analysis Laboratories,"Space Technology, TMT","destructive physical analysis, failure analysis, legal consulting, material analysis, metallurgical consulting, organic analysis, residual gas analysis, surface analysis, testing laboratory, testing services",Formerly PE-Backed,,Profitable,Acquired/Merged,Private Equity,,,,1971,"El Segundo, CA",El Segundo,California,United States,Americas,North America,,EAG Laboratories,29-Nov-2012,,,Buyout/LBO,Add-on,Private Equity,Completed,29-Nov-2012,,,Buyout/LBO,Add-on,Private Equity,05-Feb-2020,,,1,2012,2020
SCOUT,Space Technology,"in space infrastructure, on-orbit satellite service, space infrastructure assets, space service, spaceflight services",Venture Capital-Backed,,Startup,Privately Held (backing),Venture Capital,2,,,2019,"Alexandria, VA",Alexandria,Virginia,United States,Americas,North America,2,,02-Jun-2020,,,Early Stage VC,,Venture Capital,Completed,,,,Seed Round,Seed Round,Venture Capital,31-Jul-2020,,,1,2020,2020
Seakr Engineering,"Industrials, Manufacturing, Space Technology, TMT","aerospace equipment, aerospace equipment manufacturer, commercial satellite, electrical equipment, satellite equipment",Corporation,,Generating Revenue,Privately Held (no backing),Other Private Companies,428,,,1982,"Centennial, CO",Centennial,Colorado,United States,Americas,North America,2,,01-Jan-2011,1.30,,Grant,,Other,Completed,01-Jan-2016,10.35,,Grant,,Other,21-Sep-2020,,,1,2011,2020
Shared Vision,"Manufacturing, Space Technology, TMT","complex components, industrial parts",Formerly PE-Backed,,Generating Revenue,Acquired/Merged,Private Equity,,,,1963,"Warren, MI",Warren,Michigan,United States,Americas,North America,,TAG Holdings,01-Jan-2013,,,Buyout/LBO,Add-on,Private Equity,Completed,01-Jan-2013,,,Buyout/LBO,Add-on,Private Equity,17-Oct-2019,,,1,2013,2020
Shuttle,"Mobile, Space Technology","space adventure, spaceflight, zero gravity, zero gravity fligh, zero gravity flight",Accelerator/Incubator Backed,,Generating Revenue,Privately Held (backing),Pre-venture,3,,,2018,"San Francisco, CA",San Francisco,California,United States,Americas,North America,1,,01-Sep-2018,,,Accelerator/Incubator,,Other,Completed,01-Sep-2018,,,Accelerator/Incubator,,Other,24-Sep-2019,,,1,2018,2020
Signal Technology,"Industrials, Manufacturing, Space Technology, TMT","electrical components, electrical equipment design, electrical product, electrical test equipment, electronic components, equipment manufacturer",Corporate Backed or Acquired,,Generating Revenue,Acquired/Merged,"M&A, Publicly Listed",545,,,1982,"Danvers, MA",Danvers,Massachusetts,United States,Americas,North America,,Crane Company,28-May-1993,,,IPO,,Public Investment,Completed,16-Apr-2003,153.00,153.00,Merger/Acquisition,,Corporate,15-Sep-2020,153,16-Apr-2003,1,1993,2020
Skycorp,"Industrials, Manufacturing, Space Technology, TMT","defense service, space vehicles, spacecraft",Accelerator/Incubator Backed,,Generating Revenue,Privately Held (backing),Pre-venture,5,,,1998,"San Francisco, CA",San Francisco,California,United States,Americas,North America,1,,14-Mar-2015,,,Accelerator/Incubator,,Other,Completed,14-Mar-2015,,,Accelerator/Incubator,,Other,27-Jul-2019,,,1,2015,2020
SolAero Technologies,"Industrials, Manufacturing, Space Technology, TMT","precision satellite structure, solar cell, solar panels, solar power systems, space power application, space solar power component",Private Equity-Backed,,Profitable,Privately Held (backing),"Debt Financed, Private Equity",320,,,1998,"Albuquerque, NM",Albuquerque,New Mexico,United States,Americas,North America,6,,09-Dec-2014,150.00,150.00,Buyout/LBO,Corporate Divestiture,Private Equity,Completed,12-Apr-2019,,,Buyout/LBO,Secondary Buyout,Private Equity,23-Sep-2020,150,09-Dec-2014,1,2014,2020
Space Division,"E-Commerce, Space Technology, TMT","carbon fiber product, online marketplace",Angel-Backed,,Startup,Privately Held (backing),Pre-venture,4,,,,"Gardena, CA",Gardena,California,United States,Americas,North America,,,30-Jul-2016,0.10,,Product Crowdfunding,,Individual,Completed,02-Jul-2018,0.02,0.26,Equity Crowdfunding,,Individual,05-Aug-2020,0.26,02-Jul-2018,1,2016,2020
Space Electric Thruster Systems,Space Technology,"electric rocket, electric rocket engine, mini satellite positioning, satellite positioning, satellite positioning system",Venture Capital-Backed,,Generating Revenue,Privately Held (backing),Venture Capital,,,,2016,"Dnipro, Ukraine",Dnipro,,Ukraine,Europe,Eastern Europe,1,,01-Mar-2016,,,Early Stage VC,,Venture Capital,Completed,01-Mar-2016,,,Early Stage VC,,Venture Capital,25-Jun-2020,,,1,2016,2020
Space Foundation,"Space Technology, TMT","space research, space symposium, space technology",Corporation,,Startup,Privately Held (no backing),Debt Financed,88,,,1983,"Colorado Springs, CO",Colorado Springs,Colorado,United States,Americas,North America,,,09-Apr-2020,,,Debt - PPP,,Debt,Completed,09-Apr-2020,,,Debt - PPP,,Debt,08-Sep-2020,,,1,2020,2020
Space Optics Research Laboratories,"Manufacturing, Space Technology, TMT","astronomical imaging, lenses, mirrors, optical, optical correlator, space imaging, telescope",Formerly PE-Backed,,Profitable,Privately Held (backing),"Debt Financed, Private Equity",14,,,1962,"Merrimack, NH",Merrimack,New Hampshire,United States,Americas,North America,,,01-Jun-2006,,,Buyout/LBO,,Private Equity,Completed,07-Apr-2020,,,Debt - PPP,,Debt,09-Sep-2020,,,1,2006,2020
Space Resources Extraction,"Space Technology, TMT","microwave technology product, space systems technology, space technology company, water extraction technology",Corporation,,Startup,Privately Held (no backing),Other Private Companies,,,,,"Huntsville, AL",Huntsville,Alabama,United States,Americas,North America,2,,01-Jan-2015,0.12,,Grant,,Other,Completed,30-Dec-2015,0.01,,Grant,,Other,27-Jul-2019,,,1,2015,2020
SpaceFab.US,Space Technology,"asteroid mining, robotics mining, satellite, space missions",Angel-Backed,,Generating Revenue,Privately Held (backing),Pre-venture,,,,2016,"Laguna Niguel, CA",Laguna Niguel,California,United States,Americas,North America,,,01-Mar-2018,0.17,,Equity Crowdfunding,,Individual,Completed,06-May-2018,,,Product Crowdfunding,,Individual,05-Aug-2020,,,1,2018,2020
